company,location_hq,country,continent,laid_off,date_layoffs,percentage,company_size_before_layoffs,company_size_after_layoffs,industry,stage,money_raised_in_mil,year,latitude,longitude,mapped_industry,profit_margins,pe_ratio
Button,New York City,USA,North America,48,2020-04-08,35.0,137,89,Marketing,Series C,64.0,2020,40.71427,-74.00597,Retail,0.04584106071309091,193.58928577969698
Eden / Managed …,New York City,USA,North America,40,2020-04-08,40.0,100,60,Real Estate,Series B,40.0,2020,40.71427,-74.00597,Real Estate,0.30273994137013177,187.5233707675104
Quantcast,San Francisco Bay Area,USA,North America,30,2020-04-08,5.0,600,570,Marketing,Series C,65.0,2020,37.77493,-122.41942,Retail,0.04584106071309091,193.58928577969698
VideoAmp,Los Angeles,USA,North America,21,2020-04-08,10.0,210,189,Marketing,Series C,106.0,2020,34.05223,-118.24368,Retail,0.04584106071309091,193.58928577969698
GetNinjas,Sao Paulo,Brazil,South America,11,2020-04-08,10.0,110,99,Consumer,Series B,16.0,2020,-23.5475,-46.63611,Consumer,0.17082623261628355,113.24898568126481
Spyce,Boston,USA,North America,4,2020-04-08,12.0,33,29,Food,Series A,26.0,2020,42.35843,-71.05977,Consumer,0.17082623261628355,113.24898568126481
Toast,Boston,USA,North America,1300,2020-04-07,50.0,2600,1300,Food,Series F,902.0,2020,42.35843,-71.05977,Consumer,0.17082623261628355,113.24898568126481
ezCater,Boston,USA,North America,400,2020-04-07,44.0,909,509,Food,Series D,319.0,2020,42.35843,-71.05977,Consumer,0.17082623261628355,113.24898568126481
Sage Therapeutics,Boston,USA,North America,340,2020-04-07,53.0,642,302,Healthcare,Post-IPO,438.0,2020,42.35843,-71.05977,Healthcare,0.5421634367891365,286.19442704934613
Redfin,Seattle,USA,North America,236,2020-04-07,7.0,3371,3135,Real Estate,Post-IPO,319.0,2020,47.60621,-122.33207,Real Estate,0.30273994137013177,187.5233707675104
Branch Metrics,San Francisco Bay Area,USA,North America,100,2020-04-07,20.0,500,400,Marketing,Series E,367.0,2020,37.44188,-122.14302,Retail,0.04584106071309091,193.58928577969698
Ibotta,Denver,USA,North America,87,2020-04-07,15.0,580,493,Retail,Series D,85.0,2020,39.73915,-104.9847,Consumer,0.17082623261628355,113.24898568126481
Away,New York City,USA,North America,60,2020-04-07,10.0,600,540,Retail,Series D,181.0,2020,40.71427,-74.00597,Consumer,0.17082623261628355,113.24898568126481
MediaMath,New York City,USA,North America,53,2020-04-07,8.0,663,610,Marketing,Private Equity …,607.0,2020,40.71427,-74.00597,Retail,0.04584106071309091,193.58928577969698
Metromile,San Francisco Bay Area,USA,North America,100,2020-04-06,33.0,303,203,Finance,Series E,293.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Rock Content,Belo Horizonte,Brazil,South America,100,2020-04-06,20.0,500,400,Marketing,Series A,1.0,2020,-19.92083,-43.93778,Retail,0.04584106071309091,193.58928577969698
BounceX,New York City,USA,North America,77,2020-04-06,20.0,385,308,Marketing,Series B,75.0,2020,40.71427,-74.00597,Retail,0.04584106071309091,193.58928577969698
Wordstream,Boston,USA,North America,26,2020-04-06,10.0,260,234,Marketing,Acquired,28.0,2020,42.35843,-71.05977,Retail,0.04584106071309091,193.58928577969698
Cogito,Boston,USA,North America,24,2020-04-06,14.0,171,147,Support,Series C,92.0,2020,42.35843,-71.05977,Other,0.31267793340442784,149.10145341991296
BusBud,Montreal,Canada,North America,23,2020-04-06,32.0,72,49,Transportation,Series B,21.0,2020,45.50884,-73.58781,Other,0.31267793340442784,149.10145341991296
Borrowell,Toronto,Canada,North America,15,2020-04-06,20.0,75,60,Finance,Series B,72.0,2020,43.70643,-79.39864,Other,0.31267793340442784,149.10145341991296
PerkSpot,Chicago,USA,North America,10,2020-04-06,10.0,100,90,HR,Private Equity …,50.0,2020,41.85003,-87.65005,HR,0.06034258863211765,164.1777929426829
Gympass,Sao Paulo,Brazil,South America,467,2020-04-03,33.0,1415,948,Fitness,Series D,300.0,2020,-23.5475,-46.63611,Other,0.31267793340442784,149.10145341991296
Sojern,San Francisco Bay Area,USA,North America,300,2020-04-03,50.0,600,300,Marketing,Series D,162.0,2020,37.77493,-122.41942,Retail,0.04584106071309091,193.58928577969698
Minted,San Francisco Bay Area,USA,North America,147,2020-04-03,37.0,397,250,Retail,Series E,297.0,2020,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Arrive Logistics,Austin,USA,North America,75,2020-04-03,7.0,1071,996,Logistics,Series B,35.0,2020,30.26715,-97.74306,Other,0.31267793340442784,149.10145341991296
Salsify,Boston,USA,North America,60,2020-04-03,13.0,462,402,Retail,Series D,97.0,2020,42.35843,-71.05977,Consumer,0.17082623261628355,113.24898568126481
Jetty,New York City,USA,North America,35,2020-04-03,40.0,88,53,Finance,Series B,40.0,2020,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
D2iQ,San Francisco Bay Area,USA,North America,34,2020-04-03,13.0,262,228,Infrastructure,Series D,247.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Bustle Digital Group,New York City,USA,North America,24,2020-04-03,8.0,300,276,Media,Series E,80.0,2020,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Opencare,Toronto,Canada,North America,18,2020-04-03,25.0,72,54,Healthcare,Series A,24.0,2020,43.70643,-79.39864,Healthcare,0.5421634367891365,286.19442704934613
MindBody,San Luis Obispo,USA,North America,700,2020-04-02,35.0,2000,1300,Fitness,Post-IPO,114.0,2020,35.28275,-120.65962,Other,0.31267793340442784,149.10145341991296
Katerra,San Francisco Bay Area,USA,North America,240,2020-04-02,3.0,8000,7760,Construction,Series D,1200.0,2020,37.45383,-122.18219,Other,0.31267793340442784,149.10145341991296
Ritual,Toronto,Canada,North America,196,2020-04-02,54.0,363,167,Food,Series C,112.0,2020,43.70643,-79.39864,Consumer,0.17082623261628355,113.24898568126481
ClassPass,New York City,USA,North America,154,2020-04-02,22.0,700,546,Fitness,Series E,549.0,2020,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
eGym,Munich,Germany,Europe,100,2020-04-02,25.0,400,300,Fitness,Series D,109.0,2020,48.13743,11.57549,Other,0.31267793340442784,149.10145341991296
Industrious,New York City,USA,North America,90,2020-04-02,20.0,450,360,Real Estate,Series D,222.0,2020,40.71427,-74.00597,Real Estate,0.30273994137013177,187.5233707675104
1stdibs,New York City,USA,North America,70,2020-04-02,17.0,412,342,Retail,Series D,253.0,2020,40.71427,-74.00597,Consumer,0.17082623261628355,113.24898568126481
ThirdLove,San Francisco Bay Area,USA,North America,65,2020-04-02,30.0,217,152,Retail,Series B,68.0,2020,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
The Predictive Investment,Boston,USA,North America,59,2020-04-02,25.0,236,177,HR,Acquired,65.0,2020,42.35843,-71.05977,HR,0.06034258863211765,164.1777929426829
Jobcase,Boston,USA,North America,39,2020-04-02,20.0,195,156,Recruiting,Private Equity …,118.0,2020,42.35843,-71.05977,Other,0.31267793340442784,149.10145341991296
Dynamic Signal,San Francisco Bay Area,USA,North America,35,2020-04-02,19.0,184,149,HR,Series E,114.0,2020,37.63049,-122.41108,HR,0.06034258863211765,164.1777929426829
TripleLift,New York City,USA,North America,23,2020-04-02,7.0,329,306,Marketing,Series B,16.0,2020,40.71427,-74.00597,Retail,0.04584106071309091,193.58928577969698
Synergysuite,Salt Lake City,USA,North America,5,2020-04-02,7.0,71,66,Food,Series A,6.0,2020,40.76078,-111.89105,Consumer,0.17082623261628355,113.24898568126481
PatientPop,Los Angeles,USA,North America,100,2020-04-01,20.0,500,400,Healthcare,Series B,75.0,2020,34.05223,-118.24368,Healthcare,0.5421634367891365,286.19442704934613
Showpad,Chicago,USA,North America,52,2020-04-01,12.0,433,381,Marketing,Series D,159.0,2020,41.85003,-87.65005,Retail,0.04584106071309091,193.58928577969698
Highsnobiety,Berlin,Germany,Europe,51,2020-04-01,25.0,204,153,Media,Series A,9.0,2020,52.52437,13.41053,Other,0.31267793340442784,149.10145341991296
Earnin,San Francisco Bay Area,USA,North America,50,2020-04-01,20.0,250,200,Finance,Series C,190.0,2020,37.44188,-122.14302,Other,0.31267793340442784,149.10145341991296
Wonolo,San Francisco Bay Area,USA,North America,46,2020-04-01,13.0,354,308,Recruiting,Series C,52.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Aqua Security,Tel Aviv,Israel,Asia,24,2020-04-01,9.0,267,243,Security,Series C,100.0,2020,32.08088,34.78057,Other,0.31267793340442784,149.10145341991296
Crayon,Boston,USA,North America,20,2020-04-01,20.0,100,80,Marketing,Series A,16.0,2020,42.35843,-71.05977,Retail,0.04584106071309091,193.58928577969698
Sensibill,Toronto,Canada,North America,17,2020-04-01,20.0,85,68,Finance,Series B,50.0,2020,43.70643,-79.39864,Other,0.31267793340442784,149.10145341991296
Usermind,Seattle,USA,North America,15,2020-04-01,25.0,60,45,Marketing,Series C,46.0,2020,47.60621,-122.33207,Retail,0.04584106071309091,193.58928577969698
Incredible Health,San Francisco Bay Area,USA,North America,9,2020-04-01,40.0,23,14,Healthcare,Series A,15.0,2020,37.77493,-122.41942,Healthcare,0.5421634367891365,286.19442704934613
KeepTruckin,San Francisco Bay Area,USA,North America,349,2020-03-31,18.0,1939,1590,Logistics,Series D,227.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
AdRoll,Salt Lake City,USA,North America,210,2020-03-31,30.0,700,490,Marketing,Series C,89.0,2020,40.76078,-111.89105,Retail,0.04584106071309091,193.58928577969698
Rover,Seattle,USA,North America,194,2020-03-31,41.0,473,279,Consumer,Series G,310.0,2020,47.60621,-122.33207,Consumer,0.17082623261628355,113.24898568126481
Turo,San Francisco Bay Area,USA,North America,108,2020-03-31,30.0,360,252,Transportation,Series E,467.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
uShip,Austin,USA,North America,65,2020-03-31,37.0,176,111,Logistics,Series D,69.0,2020,30.26715,-97.74306,Other,0.31267793340442784,149.10145341991296
Zenoti,Seattle,USA,North America,17,2020-03-31,4.0,425,408,Fitness,Series C,91.0,2020,47.60621,-122.33207,Other,0.31267793340442784,149.10145341991296
DialSource,Sacramento,USA,North America,5,2020-03-31,14.0,36,31,Marketing,Series B,26.0,2020,38.58157,-121.4944,Retail,0.04584106071309091,193.58928577969698
Thumbtack,San Francisco Bay Area,USA,North America,250,2020-03-30,30.0,833,583,Consumer,Series F,423.0,2020,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
RigUp,Austin,USA,North America,120,2020-03-30,25.0,480,360,Energy,Series D,423.0,2020,30.26715,-97.74306,Energy,0.4247239053189012,104.4788185080283
FabHotels,New Delhi,India,Asia,80,2020-03-30,20.0,400,320,Travel,Series B,48.0,2020,28.65195,77.23149,Other,0.31267793340442784,149.10145341991296
Hibob,Tel Aviv,Israel,Asia,70,2020-03-30,30.0,233,163,HR,Series A,45.0,2020,32.08088,34.78057,HR,0.06034258863211765,164.1777929426829
PeerStreet,Los Angeles,USA,North America,51,2020-03-30,30.0,170,119,Finance,Series C,110.0,2020,34.05223,-118.24368,Other,0.31267793340442784,149.10145341991296
Maven,Seattle,USA,North America,31,2020-03-30,9.0,344,313,Media,Post-IPO,77.0,2020,47.60621,-122.33207,Other,0.31267793340442784,149.10145341991296
Loftsmart,New York City,USA,North America,25,2020-03-30,75.0,33,8,Real Estate,Series A,18.0,2020,40.71427,-74.00597,Real Estate,0.30273994137013177,187.5233707675104
Iris Nova,New York City,USA,North America,9,2020-03-30,50.0,18,9,Food,Seed,15.0,2020,40.71427,-74.00597,Consumer,0.17082623261628355,113.24898568126481
ZipRecruiter,Los Angeles,USA,North America,400,2020-03-29,39.0,1026,626,Recruiting,Series B,219.0,2020,34.05223,-118.24368,Other,0.31267793340442784,149.10145341991296
Amplero,Seattle,USA,North America,17,2020-03-29,100.0,17,0,Marketing,Series B,25.0,2020,47.60621,-122.33207,Retail,0.04584106071309091,193.58928577969698
TravelTriangle,Gurugram,India,Asia,250,2020-03-28,50.0,500,250,Travel,Series D,47.0,2020,28.4601,77.02635,Other,0.31267793340442784,149.10145341991296
Bird,Los Angeles,USA,North America,406,2020-03-27,30.0,1353,947,Transportation,Series D,623.0,2020,34.05223,-118.24368,Other,0.31267793340442784,149.10145341991296
DataRobot,Boston,USA,North America,200,2020-03-27,16.66666666666667,1200,1000,Data,Series E,430.0,2020,42.35843,-71.05977,Other,0.31267793340442784,149.10145341991296
Blueground,New York City,USA,North America,130,2020-03-27,25.0,520,390,Real Estate,Series B,77.0,2020,40.71427,-74.00597,Real Estate,0.30273994137013177,187.5233707675104
Knotel,New York City,USA,North America,127,2020-03-27,30.0,423,296,Real Estate,Series C,560.0,2020,40.71427,-74.00597,Real Estate,0.30273994137013177,187.5233707675104
Getaround,San Francisco Bay Area,USA,North America,100,2020-03-27,25.0,400,300,Transportation,Series D,403.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Zipcar,Boston,USA,North America,100,2020-03-27,20.0,500,400,Transportation,Acquired,107.0,2020,42.35843,-71.05977,Other,0.31267793340442784,149.10145341991296
Mogo,Vancouver,Canada,North America,78,2020-03-27,30.0,260,182,Finance,Post-IPO,201.0,2020,49.24966,-123.11934,Other,0.31267793340442784,149.10145341991296
Bench,Vancouver,Canada,North America,47,2020-03-27,10.0,470,423,Finance,Series B,49.0,2020,49.24966,-123.11934,Other,0.31267793340442784,149.10145341991296
Bevi,Boston,USA,North America,30,2020-03-27,20.0,150,120,Food,Series C,60.0,2020,42.35843,-71.05977,Consumer,0.17082623261628355,113.24898568126481
B8ta,San Francisco Bay Area,USA,North America,250,2020-03-26,50.0,500,250,Retail,Series C,88.0,2020,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Puppet,Portland,USA,North America,50,2020-03-26,10.0,500,450,Infrastructure,Series F,149.0,2020,45.52345,-122.67621,Other,0.31267793340442784,149.10145341991296
Ecobee,Toronto,Canada,North America,47,2020-03-26,10.0,470,423,Energy,Series C,149.0,2020,43.70643,-79.39864,Energy,0.4247239053189012,104.4788185080283
Peerspace,San Francisco Bay Area,USA,North America,41,2020-03-26,75.0,55,14,Real Estate,Series B,34.0,2020,37.77493,-122.41942,Real Estate,0.30273994137013177,187.5233707675104
GoSpotCheck,Denver,USA,North America,23,2020-03-26,20.0,115,92,Retail,Series B,47.0,2020,39.73915,-104.9847,Consumer,0.17082623261628355,113.24898568126481
TripActions,San Francisco Bay Area,USA,North America,300,2020-03-25,25.0,1200,900,Travel,Series D,981.0,2020,37.44188,-122.14302,Other,0.31267793340442784,149.10145341991296
WanderJaunt,San Francisco Bay Area,USA,North America,56,2020-03-25,23.0,243,187,Travel,Series B,26.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
OutboundEngine,Austin,USA,North America,52,2020-03-25,28.0,186,134,Marketing,Series C,48.0,2020,30.26715,-97.74306,Retail,0.04584106071309091,193.58928577969698
Wonderschool,San Francisco Bay Area,USA,North America,50,2020-03-25,75.0,67,17,Education,Series A,24.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Overtime,New York City,USA,North America,30,2020-03-25,23.0,130,100,Media,Series B,35.0,2020,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Sonder,San Francisco Bay Area,USA,North America,400,2020-03-24,33.0,1212,812,Travel,Series D,359.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Foodsby,Minneapolis,USA,North America,87,2020-03-24,67.0,130,43,Food,Series B,20.0,2020,44.97997,-93.26384,Consumer,0.17082623261628355,113.24898568126481
Zeus Living,San Francisco Bay Area,USA,North America,80,2020-03-24,30.0,267,187,Real Estate,Series B,79.0,2020,37.77493,-122.41942,Real Estate,0.30273994137013177,187.5233707675104
Compass,New York City,USA,North America,375,2020-03-23,15.0,2500,2125,Real Estate,Series G,1600.0,2020,40.71427,-74.00597,Real Estate,0.30273994137013177,187.5233707675104
Convene,New York City,USA,North America,150,2020-03-23,18.0,833,683,Real Estate,Series D,280.0,2020,40.71427,-74.00597,Real Estate,0.30273994137013177,187.5233707675104
Leafly,Seattle,USA,North America,91,2020-03-23,50.0,182,91,Retail,Acquired,2.0,2020,47.60621,-122.33207,Consumer,0.17082623261628355,113.24898568126481
The Guild,Austin,USA,North America,38,2020-03-23,22.0,173,135,Travel,Series B,36.0,2020,30.26715,-97.74306,Other,0.31267793340442784,149.10145341991296
Triplebyte,San Francisco Bay Area,USA,North America,15,2020-03-23,17.0,88,73,Recruiting,Series B,48.0,2020,37.77493,-122.41942,Other,0.31267793340442784,149.10145341991296
Ladder Life,San Francisco Bay Area,USA,North America,13,2020-03-23,25.0,52,39,Finance,Series C,94.0,2020,37.44188,-122.14302,Other,0.31267793340442784,149.10145341991296
Flywheel Sports,New York City,USA,North America,784,2020-03-20,98.0,800,16,Fitness,Acquired,120.0,2020,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
CTO.ai,Vancouver,Canada,North America,30,2020-03-20,50.0,60,30,Infrastructure,Seed,7.0,2020,49.24966,-123.11934,Other,0.31267793340442784,149.10145341991296
Remote Year,Chicago,USA,North America,50,2020-03-19,50.0,100,50,Travel,Series B,17.0,2020,41.85003,-87.65005,Other,0.31267793340442784,149.10145341991296
Flytedesk,Boulder,USA,North America,4,2020-03-18,20.0,20,16,Marketing,Seed,4.0,2020,40.01499,-105.27055,Retail,0.04584106071309091,193.58928577969698
Inspirato,Denver,USA,North America,130,2020-03-16,22.0,591,461,Travel,Series C,79.0,2020,39.73915,-104.9847,Other,0.31267793340442784,149.10145341991296
Help.com,Austin,USA,North America,16,2020-03-16,100.0,16,0,Support,Seed,6.0,2020,30.26715,-97.74306,Other,0.31267793340442784,149.10145341991296
Panda Squad,San Francisco Bay Area,USA,North America,6,2020-03-13,75.0,8,2,Consumer,Seed,1.0,2020,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Tamara Mellon,Los Angeles,USA,North America,20,2020-03-12,40.0,50,30,Retail,Series C,90.0,2020,34.05223,-118.24368,Consumer,0.17082623261628355,113.24898568126481
Discord,San Francisco Bay Area,USA,North America,170,2024-11-01,17.0,1000,830,Consumer,Series H,995.0,2024,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Audible,New York City,USA,North America,100,2024-11-01,5.0,2000,1900,Media,Acquired,14.0,2024,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Sisense,New York City,USA,North America,60,2024-11-01,13.0,462,402,Data,Series F,274.0,2024,40.71427,-74.00597,Other,0.31267793340442784,149.10145341991296
Google,San Francisco Bay Area,USA,North America,1000,2024-10-01,0.5319148936170213,188000,187000,Consumer,Post-IPO,26.0,2024,37.38605,-122.08385,Consumer,0.17082623261628355,113.24898568126481
Instagram,San Francisco Bay Area,USA,North America,60,2024-10-01,13.33333333333333,450,390,Consumer,Acquired,57.0,2024,37.45383,-122.18219,Consumer,0.17082623261628355,113.24898568126481
Twitch,San Francisco Bay Area,USA,North America,500,2024-09-01,35.0,1429,929,Consumer,Acquired,35.0,2024,37.77493,-122.41942,Consumer,0.17082623261628355,113.24898568126481
Nevro,San Francisco Bay Area,USA,North America,63,2024-09-01,5.0,1260,1197,Healthcare,Post-IPO,556.0,2024,37.48522,-122.23635,Healthcare,0.5421634367891365,286.19442704934613
